irn,EventID,Type,Status,Title,Section,Commenced,Completed,Description,Locality,Organizer,Curator,Designer,ObjectIDs
2140,EX1980.28,Exhibition,Completed,"The Lilly Orchids: Watercolors in Bloom","AFNB Gallery - Downtown",1980-07-16,1980-09-15,"",Internal,"","","",
2141,EX1980.29,Exhibition,Completed,"Ikat","Fauvre Gallery",1980-07-22,1980-09-21,"",Internal,"","","",17089 | 
2142,EX1980.30,Exhibition,Completed,"Party of the Decade","",1980-07-26,1980-07-26,"",Internal,"","","",
2143,EX1980.31,Exhibition,Completed,"The World of Kunisada","Beesley Gallery",1980-07-29,1980-09-07,"",Internal,"","","",
2144,EX1980.32,Exhibition,Completed,"Betty Gold: Sculpture Maquettes","Herron Hall",1980-08-05,1980-09-07,"",Internal,"","","",
2145,EX1980.33,Exhibition,Completed,"Raku Show: Lucia Jahsmann, Dennis Kirchmann, Richard Burkett, and Scott Frankenberger","Long Gallery",1980-08-05,1980-08-31,"",Internal,"","","",
2146,EX1980.34,Exhibition,Completed,"Sasson Soffer: Outdoor Sculpture","IMA Grounds",1980-09-01,1980-09-30,"",Internal,"","","",
2147,EX1980.35,Exhibition,Completed,"Key Acquisitions Since 1970 Part I: Oriental, Ethnographic, Decorative Arts & Textiles","3rd Floor Galleries",1980-09-02,1980-10-05,"",Internal,"","","",8543 | 21221 | 35345 | 17524 | 27745 | 30979 | 30966 | 15906 | 10174 | 30378 | 15015 | 8199 | 13002 | 36640 | 21700 | 6021 | 
2148,EX1980.36,Exhibition,Completed,"Len Lindsay: Potter","Long Gallery",1980-09-03,1980-10-05,"",Internal,"","","",
2149,EX1980.37,Exhibition,Completed,"S.T.E.P.:  Annual Report 1980","State Traveling Exhibition Programs",1980-01-01,1980-12-31,"",Internal,"","","",
2150,EX1980.38,Exhibition,Completed,"The Manufacture of Tz'u-Chou Type Wares","Oriental Gallery",1980-09-10,1981-01-18,"",Internal,"","","",
2151,EX1980.39,Exhibition,Completed,"The Implied Domain: Sculptures from Construct","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1980-09-14,1980-11-21,"",Internal,"","","",
2152,EX1980.40,Exhibition,Completed,"S.T.E.P.:  A Bevy of Beasts:  Animals in Print","Hanover College, Hanover, IN",1980-01-08,1980-02-08,"",Internal,"","","",
2153,EX1980.41,Exhibition,Completed,"Tools of the Trade: Photographs by Frank M. Hohenberger","AFNB Gallery - Downtown",1980-09-16,1980-11-24,"",Internal,"","","",
2154,EX1980.42,Exhibition,Completed,"Birds & Flowers: Porcelains and Textiles","Lilly Pavilion",1980-09-23,1980-12-30,"",Internal,"","","",10112 | 
2155,EX1980.43,Exhibition,Completed,"20th Annual Fall Collection of the Alliance Rental Gallery","Alliance Rental Gallery",1980-10-05,1980-10-12,"",Internal,"","","",
2156,EX1980.44,Exhibition,Completed,"Kathy Kotovsky: Weaver and Yosuke Haruta: potter","Long Gallery",1980-10-07,1980-11-02,"",Internal,"","","",
2157,EX1980.45,Exhibition,Completed,"Fall Mid-America Orchid Congress & Show","3rd Floor Galleries and Herron Hall",1980-10-11,1980-10-12,"",Internal,"","","",
2158,EX1980.46,Exhibition,Completed,"Key Acquisitions Since 1970 Part II: Prints, Drawings, & Western Paintings","3rd Floor Galleries",1980-10-21,1980-11-30,"",Internal,"","","",13231 | 32532 | 10799 | 12438 | 11562 | 30944 | 5880 | 36995 | 33676 | 6949 | 13412 | 16563 | 6392 | 27035 | 17167 | 19744 | 17873 | 6009 | 12888 | 18033 | 1402 | 6883 | 14444 | 
2159,EX1980.47,Exhibition,Completed,"Cindy Butler Jones: Potter","Long Gallery",1980-11-04,1980-12-31,"",Internal,"","","",
2160,EX1980.48,Exhibition,Completed,"Freedom of Clay & Brush Through Seven Centures in Northern China: Tz'u-Chou Type Wares 960 - 1600 A.D.","3rd Floor South Gallery",1980-11-19,1981-01-18,"",Internal,"","","",
2161,EX1980.49,Exhibition,Completed,"S.T.E.P.:  Winslow Homer Wood Engravings","AFNB Gallery, Indianapolis, IN",1980-11-25,1981-01-26,"",Internal,"","","",
2162,EX1980.50,Exhibition,Completed,"Christmas Kitchen I.M.A.C.","",1980-12-02,1981-02-03,"",Internal,"","","",
2163,EX1980.51,Exhibition,Completed,"Dominick Labino: Art in Glass","Lilly Pavilion",1980-12-05,1981-06-28,"",Internal,"","","",
2164,EX1980.52,Exhibition,Completed,"Selections from the Miller Creche Collections","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1980-12-08,1981-01-12,"",Internal,"","","",
2165,EX1980.53,Exhibition,Completed,"S.T.E.P.:  A Bevy of Beasts:  Animals in Print","School # 70, Indianapolis, IN",1980-03-27,1980-04-28,"",Internal,"","","",
2166,EX1980.54,Exhibition,Completed,"Christmas at Oldfields","Lilly Pavilion",1980-12-12,1980-12-28,"",Internal,"","","",
3742,EX1980.55,Exhibition,Completed,"S.T.E.P.:  A Bevy of Beasts:  Animals in Print","Community Arts Council, Martinville, IN",1980-06-13,1980-07-14,"",Internal,"","","",
3743,EX1980.56,Exhibition,Completed,"S.T.E.P.:  A Bevy of Beasts:  Animals in Print","Ohio County Elementary Middle School, rising Sun, IN",1980-09-26,1980-10-27,"",Internal,"","","",
3744,EX1980.57,Exhibition,Completed,"S.T.E.P.:  A Bevy of Beasts:  Animals in Print","Elwood Community High School, Elwood, IN",1980-11-10,1980-12-10,"",Internal,"","","",
3745,EX1980.58,Exhibition,Completed,"S.T.E.P.:  Edward Penfield's Monthly Placards for Harper's Magazine","IU Craft Shop, Bloomington, IN",1980-02-14,1980-03-14,"",Internal,"","","",
3746,EX1980.59,Exhibition,Completed,"S.T.E.P.:  Edward Penfield's Monthly Placards for Harper's Magazine","Floyd County Museum, New albany, IN",1980-08-18,1980-09-19,"",Internal,"","","",
3747,EX1980.60,Exhibition,Completed,"S.T.E.P.:  Edward Penfield's Monthly Placards for Harper's Magazine","Huntington College, Huntington, IN",1980-12-08,1981-01-12,"",Internal,"","","",
3748,EX1980.61,Exhibition,Completed,"S.T.E.P.:  George Elbert Burr (1859 - 1939)","Elwood Community High School, Elwood, IN",1980-03-12,1980-04-14,"",Internal,"","","",
3749,EX1980.62,Exhibition,Completed,"S.T.E.P.:  George Elbert Burr (1859 - 1939)","St. Mary of the Woods College, St. Mary of the Woods, IN",1980-09-02,1980-10-01,"",Internal,"","","",
3750,EX1980.63,Exhibition,Completed,"S.T.E.P.:  George Elbert Burr (1859 - 1939)","Hanover College, Hanover, IN",1980-10-10,1980-11-10,"",Internal,"","","",
3751,EX1980.64,Exhibition,Completed,"S.T.E.P.:  The City on Paper","Anderson College, Anderson, IN",1980-01-14,1980-02-14,"",Internal,"","","",
3752,EX1980.65,Exhibition,Completed,"S.T.E.P.:  The City on Paper","Elwood Community High School, Elwood, IN",1980-04-25,1980-05-27,"",Internal,"","","",
3753,EX1980.66,Exhibition,Completed,"S.T.E.P.:  The City on Paper","St. Francis College, Fort Wayne, IN",1980-10-21,1980-11-21,"",Internal,"","","",
3754,EX1980.67,Exhibition,Completed,"S.T.E.P.:  American Indian Costume in the Photographs of Edward S. Curtis","Community Center for the Arts, Michigan City, IN",1980-05-19,1980-06-19,"",Internal,"","","",
3755,EX1980.68,Exhibition,Completed,"S.T.E.P.:  American Indian Costume in the Photographs of Edward S. Curtis","Rose-Hulman Institute of Technology, Terre Haute, IN",1980-09-10,1980-09-29,"",Internal,"","","",
3756,EX1980.69,Exhibition,Completed,"S.T.E.P.:  American Indian Costume in the Photographs of Edward S. Curtis","Central Elementary School, Plainfield, IN",1980-10-15,1980-11-14,"",Internal,"","","",
3757,EX1980.70,Exhibition,Completed,"S.T.E.P.:  American Indian Costume in the Photographs of Edward S. Curtis","Creative Arts Council, Wells County, Bluffton, IN",1980-12-12,1981-01-12,"",Internal,"","","",
3758,EX1980.71,Exhibition,Completed,"S.T.E.P.:  Something Old, Something New:  Recent Gifts in the Decorative Arts","St. Mary of the Woods College, St., Mary of the Woods, IN",1980-01-31,1980-03-03,"",Internal,"","","",
3759,EX1980.72,Exhibition,Completed,"S.T.E.P.:  Something Old, Something New:  Recent Gifts in the Decorative Arts","Citizens Bank, Portland, IN",1980-04-02,1980-05-02,"",Internal,"","","",
3760,EX1980.73,Exhibition,Completed,"S.T.E.P.:  Something Old, Something New:  Recent Gifts in the Decorative Arts","N.W. Territory Art Guild, Vincennes, IN",1980-05-16,1980-06-16,"",Internal,"","","",
3761,EX1980.74,Exhibition,Completed,"S.T.E.P.:  Something Old, Something New:  Recent Gifts in the Decorative Arts","Central National Bank, Greencastle, IN",1980-10-13,1980-11-13,"",Internal,"","","",
3762,EX1980.75,Exhibition,Completed,"S.T.E.P.:  Something Old, Something New:  Recent Gifts in the Decorative Arts","Bluffton-Harrison Jr. High School, Bluffton, IN",1980-12-05,1981-01-05,"",Internal,"","","",
3763,EX1980.76,Exhibition,Completed,"S.T.E.P.:  Garo Antreasian","Community Center for the Arts, Michigan City, IN",1980-01-21,1980-02-20,"",Internal,"","","",
3764,EX1980.77,Exhibition,Completed,"S.T.E.P.:  Garo Antreasian","Southlake Mall, Merrillville, IN",1980-02-25,1980-03-25,"",Internal,"","","",
3765,EX1980.78,Exhibition,Completed,"S.T.E.P.:  Garo Antreasian","Anderson College, Anderson, IN",1980-11-17,1980-12-17,"",Internal,"","","",
3766,EX1980.79,Exhibition,Completed,"S.T.E.P.:  Contemporary Prints by Contemporary Women","St. Francis College, Fort Wayne, IN",1980-02-18,1980-03-18,"",Internal,"","","",
3767,EX1980.80,Exhibition,Completed,"S.T.E.P.:  Contemporary Prints by Contemporary Women","Midwest Museum of American Art, Elkhart, IN",1980-06-04,1980-07-03,"",Internal,"","","",
3768,EX1980.81,Exhibition,Completed,"S.T.E.P.:  Contemporary Prints by Contemporary Women","Purdue, Calumet Campus, Hammond, IN",1980-09-17,1980-10-17,"",Internal,"","","",
3769,EX1980.82,Exhibition,Completed,"S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910","Westerne Boone Jr./Sr. High School, Thornton, IN",1980-01-23,1980-02-22,"",Internal,"","","",
3770,EX1980.83,Exhibition,Completed,"S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910","Mentone School, Mentone, IN",1980-03-10,1980-04-10,"",Internal,"","","",
3771,EX1980.84,Exhibition,Completed,"S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910","Connersville High School, Connersville, IN",1980-04-30,1980-06-02,"",Internal,"","","",
3772,EX1980.85,Exhibition,Completed,"S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910","Anthony Wayne Bank, Fort Wayne, IN",1980-06-23,1980-07-23,"",Internal,"","","",
3773,EX1980.86,Exhibition,Completed,"S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910","Central National Bank, Greencastle, IN",1980-08-13,1980-09-12,"",Internal,"","","",
3774,EX1980.87,Exhibition,Completed,"S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910","Midwest Museum of American Art, Elkhart, IN",1980-10-03,1980-11-03,"",Internal,"","","",
3775,EX1980.88,Exhibition,Completed,"S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910","Manchester College, North Manchester, IN",1980-11-19,1980-12-19,"",Internal,"","","",
3776,EX1980.89,Exhibition,Completed,"S.T.E.P.:  Gustave Baumann","Citizens Bank. Portland, IN",1980-02-05,1980-03-06,"",Internal,"","","",
3777,EX1980.90,Exhibition,Completed,"S.T.E.P.:  Gustave Baumann","Marion-Adams School Corporation, Sheridan, IN",1980-04-11,1980-05-12,"",Internal,"","","",
3778,EX1980.91,Exhibition,Completed,"S.T.E.P.:  Gustave Baumann","Midwest Museum of American Art, Elkhart, IN",1980-07-11,1980-08-11,"",Internal,"","","",
3779,EX1980.92,Exhibition,Completed,"S.T.E.P.:  Gustave Baumann","Creative Arts Council, Wells County, Bluffton, IN",1980-09-22,1980-10-31,"",Internal,"","","",
3780,EX1980.93,Exhibition,Completed,"S.T.E.P.:  Tools of the Trade:  Fine Artists and Folk Craftsmen in Brown County, 1920 - 1930","State Traveling Exhibition Program",1980-02-04,1981-11-13,"",Internal,"","","",
3781,EX1980.94,Exhibition,Completed,"S.T.E.P.:  Tools of the Trade:  Fine Artists and Folk Craftsmen in Brown County, 1920 - 1930","Indiana Memorial Union, Bloomington, IN",1980-02-04,1980-03-14,"",Internal,"","","",
3782,EX1980.95,Exhibition,Completed,"S.T.E.P.:  Tools of the Trade:  Fine Artists and Folk Craftsmen in Brown County, 1920 - 1930","West Chester Public Library, Chesterton, IN",1980-04-07,1980-05-07,"",Internal,"","","",
3783,EX1980.96,Exhibition,Completed,"S.T.E.P.:  Tools of the Trade:  Fine Artists and Folk Craftsmen in Brown County, 1920 - 1930","Indiana Heritage Arts, Inc., Nashville, IN",1980-06-27,1980-07-06,"",Internal,"","","",
3784,EX1980.97,Exhibition,Completed,"S.T.E.P.:  Tools of the Trade:  Fine Artists and Folk Craftsmen in Brown County, 1920 - 1930","Citizens Bank, Portland, IN",1980-07-25,1980-08-25,"",Internal,"","","",
3785,EX1980.98,Exhibition,Completed,"S.T.E.P.:  Tools of the Trade:  Fine Artists and Folk Craftsmen in Brown County, 1920 - 1930","AFNB, Indianapolis, IN",1980-09-16,1980-11-24,"",Internal,"","","",
3786,EX1980.99,Exhibition,Completed,"S.T.E.P.:  Karel Appel:  The Sunshine People","New Haven Elementary School, New Haven, IN",1980-03-04,1980-04-18,"",Internal,"","","",
3787,EX1980.100,Exhibition,Completed,"S.T.E.P.:  Karel Appel:  The Sunshine People","Manchester College, North Manchester, IN",1980-04-23,1980-05-23,"",Internal,"","","",
3788,EX1980.101,Exhibition,Completed,"S.T.E.P.:  Karel Appel:  The Sunshine People","Citizens Bank, Portland, IN",1980-09-24,1980-10-24,"",Internal,"","","",
3789,EX1980.102,Exhibition,Completed,"S.T.E.P.:  Winslow Homer:  Wood Engravings","State Traveling Exhibition Program",1980-11-25,1981-12-07,"",Internal,"","","",
3790,EX1980.103,Exhibition,Completed,"S.T.E.P.:  Winslow Homer:  Wood Engravings","AFNB, Indianapolis, IN",1980-11-25,1981-01-29,"",Internal,"","","",
3792,EX1980.104,Exhibition,Completed,"Entity:  Morris Knight","3rd Floor Gallery",1980-02-05,1980-02-11,"",Internal,"","","",
2167,EX1981.1,Exhibition,Completed,"S.T.E.P.:  Publicity to Propaganda: the Fine Art of the Poster","Beesley Gallery",1981-01-08,1981-03-01,"",Internal,"","","",
2168,EX1981.2,Exhibition,Completed,"Masterpieces of Embroidery from the Collections","Lilly Pavilion",1981-01-13,1981-06-28,"",Internal,"","","",7142 | 16682 | 
2169,EX1981.3,Exhibition,Completed,"Potters Guild Show and Handwoven Rag Rugs","Long Gallery",1981-01-13,1981-02-01,"",Internal,"","","",
2170,EX1981.4,Exhibition,Completed,"Roualt's Miserere","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1981-01-18,1981-03-01,"",Internal,"","","",
2171,EX1981.5,Exhibition,Completed,"S.T.E.P.:  Annual Report 1981","State Traveling Exhibition Program",1981-01-01,1981-12-31,"",Internal,"","","",
2172,EX1981.6,Exhibition,Completed,"Indiana Images:  Prints by George Jo Mess & Evelyn Mess Daily","AFNB Gallery , Indianapolis",1981-01-26,1981-03-30,"",Internal,"","","",
2173,EX1981.7,Exhibition,Completed,"Nona Leeper: Potter","Long Gallery",1981-02-03,1981-03-01,"",Internal,"","","",
2174,EX1981.8,Exhibition,Completed,"The Romantics to Rodin: French Nineteenth Century Sculpture from American Collections","3rd Floor Galleries",1981-02-25,1981-04-26,"",Internal,"","","",28473 | 18152 | 
2175,EX1981.9,Exhibition,Completed,"Chinese Relics from the  Collection of Dr. Ralph Marcove","Fauvre Gallery",1981-03-03,1981-04-12,"",Internal,"","","",
2176,EX1981.10,Exhibition,Completed,"Peggy Ahlgren: Potter","Long Gallery",1981-03-03,1981-04-05,"",Internal,"","","",
2177,EX1981.11,Exhibition,Completed,"Wearable Art","Long Gallery",1981-03-03,1981-04-05,"",Internal,"","","",
2178,EX1981.12,Exhibition,Completed,"Symphony in Color","Beesley Gallery",1981-03-10,1981-04-12,"",Internal,"","","",
2179,EX1981.13,Exhibition,Completed,"S.T.E.P.: Technology and the Decorative Arts","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1981-03-15,1981-04-26,"",Internal,"","","",
2180,EX1981.14,Exhibition,Completed,"S.T.E.P.:  Garo Antreasian","Midwest Museum of American Art, Elkhart, IN",1981-01-07,1981-02-06,"",Internal,"","","",
2181,EX1981.15,Exhibition,Completed,"Contemporary Paperworks","AFNB Gallery - Downtown",1981-03-31,1981-05-21,"",Internal,"","","",
2182,EX1981.16,Exhibition,Completed,"Tom and Ginny Marsh: Potters","Long Gallery",1981-04-07,1981-05-03,"",Internal,"","","",
2183,EX1981.17,Exhibition,Completed,"Paris: 1890 - 1900","Beesley Gallery",1981-04-21,1981-06-14,"",Internal,"","","",13749 | 
2184,EX1981.18,Exhibition,Completed,"Recent Accessions: 1981","Fauvre Gallery",1981-04-21,1981-06-14,"",Internal,"","","",27745 | 7266 | 5590 | 31565 | 24892 | 13361 | 32351 | 
2185,EX1981.19,Exhibition,Completed,"Guyot Designworks: Pewter and Katy Dolk: Fiber/Weaving","Long Gallery",1981-05-05,1981-05-31,"",Internal,"","","",
2186,EX1981.20,Exhibition,Completed,"S.T.E.P.:  Publicity to Propaganda: The Fine Art of the Poster","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1981-05-10,1981-07-19,"",Internal,"","","",
2187,EX1981.21,Exhibition,Completed,"S.T.E.P.:  Garo Antreasian","Valparaiso University, Valparaiso, IN",1981-02-11,1981-03-11,"",Internal,"","","",
2188,EX1981.22,Exhibition,Completed,"Bonsai Tree Society Annual Exhibition","Herron Hall",1981-05-16,1981-05-17,"",Internal,"","","",
2189,EX1981.23,Exhibition,Completed,"Real, Really Real and Super Real: Directions in Contemporary American Realism","3rd Floor South & Milliken Galleries",1981-05-19,1981-06-28,"",Internal,"","","",
2190,EX1981.24,Exhibition,Completed,"Artistry of the Native American:Selections from the Harrison Eiteljorg Collection","3rd Floor North and Eiteljorg Galleries",1981-05-19,1981-06-21,"",Internal,"","","",
2191,EX1981.25,Exhibition,Completed,"Southwestern American Printmaker","AFNB Gallery - Downtown",1981-05-22,1981-06-29,"",Internal,"","","",
2192,EX1981.26,Exhibition,Completed,"Paoli Soleri: Ceramic and Bronze Cast Bells and Table Sculptures","Long Gallery",1981-06-02,1981-06-28,"",Internal,"","","",
2193,EX1981.27,Exhibition,Completed,"Bow China of the Finest Sort","Lilly Pavilion",1981-06-26,1982-01-31,"",Internal,"","","",
2194,EX1981.28,Exhibition,Completed,"Steve Fellerman: Blown Glass","Long Gallery",1981-07-01,1981-08-02,"",Internal,"","","",
2195,EX1981.29,Exhibition,Completed,"Treasures of the American West: Selections from the Collection of Harrison Eiteljorg","3rd Floor South & Milliken Galleries",1981-07-07,1981-08-02,"",Internal,"","","",8329 | 22394 | 5974 | 
2196,EX1981.30,Exhibition,Completed,"American Images: New Works by 20 Contemporary American Photographers","Beesley, Fauvre, and Herron Hall",1981-07-14,1981-08-23,"",Internal,"","","",
2197,EX1981.31,Exhibition,Completed,"S.T.E.P.:  The Teachers: Early Indianapolis Art Instructors","AFNB, Indianapolis, IN",1981-07-16,1981-09-21,"",Internal,"","","",
2198,EX1981.32,Exhibition,Completed,"Masterpieces of Embroidery from the Collection","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1981-08-02,1981-09-27,"",Internal,"","","",7142 | 16682 | 
2199,EX1981.33,Exhibition,Completed,"S.T.E.P.:  Garo Antreasian","Greensburg Jr. High School, Greensburg, IN",1981-04-13,1981-05-13,"",Internal,"","","",
2200,EX1981.34,Exhibition,Completed,"Dee Schaad: Potter and Earl Snellenberger: Fibers","Long Gallery",1981-08-04,1981-08-30,"",Internal,"","","",
2201,EX1981.35,Exhibition,Completed,"68th Indiana Artists Show","3rd Floor Galleries",1981-08-19,1981-09-27,"",Internal,"","","",7629 | 
2202,EX1981.36,Exhibition,Completed,"Elena Sue Houlihan: Fiber & Textile Art Forms and Rosemary Zwick: Clay Sculptures","Long Gallery",1981-09-01,1981-10-04,"",Internal,"","","",
2203,EX1981.37,Exhibition,Completed,"That's Entertainment","AFNB Gallery - Downtown",1981-09-22,1981-11-24,"",Internal,"","","",
2204,EX1981.38,Exhibition,Completed,"Guiseffi-Costumes from the Caroline Burford Danner Collection","",1981-10-04,1981-11-22,"",Internal,"","","",32490 | 21039 | 1785 | 24627 | 
2205,EX1981.39,Exhibition,Completed,"Selections from the 68th Indiana Artists Show","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1981-10-04,1981-11-29,"",Internal,"","","",
2206,EX1981.40,Exhibition,Completed,"S.T.E.P.:  Garo Antreasian","St. Francis College, Fort Wayne, IN",1981-10-21,1981-11-20,"",Internal,"","","",
2207,EX1981.41,Exhibition,Completed,"Raquel Keresztes' Imports: Peru, Africa, Argentina & Central America","Long Gallery",1981-10-06,1981-11-01,"",Internal,"","","",
2208,EX1981.42,Exhibition,Completed,"Indiana Orchid Society Exhibition","Herron Hall",1981-10-10,1981-10-11,"",Internal,"","","",
2209,EX1981.43,Exhibition,Completed,"21st Annual Fall Collection of the Alliance Rental Gallery","Alliance Rental Gallery",1981-10-20,1981-11-08,"",Internal,"","","",
2210,EX1981.44,Exhibition,Completed,"Henri Cartier-Bresson: Photographer","3rd Floor South & Milliken Galleries",1981-10-21,1981-11-29,"",Internal,"","","",
2211,EX1981.45,Exhibition,Completed,"Gustave Baumann: Color Woodblock Prints, 1905 - 1950","Beesley Gallery",1981-11-03,1981-12-14,"",Internal,"","","",
2212,EX1981.46,Exhibition,Completed,"Stephen Jepson: Potter","Long Gallery",1981-11-03,1981-11-29,"",Internal,"","","",
2213,EX1981.47,Exhibition,Completed,"Quilts and Coverlets from the IMA Collection","",1981-11-22,1982-02-28,"",Internal,"","","",8543 | 
2214,EX1981.48,Exhibition,Completed,"Changing with the Times","AFNB Gallery - Downtown",1981-11-25,1982-01-25,"",Internal,"","","",
2215,EX1981.49,Exhibition,Completed,"Greg Kuharic: Stoneware","Long Gallery",1981-12-01,1982-02-14,"",Internal,"","","",
2216,EX1981.50,Exhibition,Completed,"Contemporary Paintings and Sculpture","",1981-12-01,1982-01-04,"",Internal,"","","",
2217,EX1981.51,Exhibition,Completed,"Pewter from the Collection","",1981-12-06,1982-02-14,"",Internal,"","","",
2218,EX1981.52,Exhibition,Completed,"S.T.E.P.:  Contemporary Prints by Contemporary Women","Floyd County Museum, New Albany, IN",1981-01-15,1981-02-16,"",Internal,"","","",
2219,EX1981.53,Exhibition,Completed,"Christmas at the Lilly Pavilion","Lilly Pavilion",1981-12-11,1981-12-27,"",Internal,"","","",
2220,EX1981.54,Exhibition,Completed,"Holiday Flowers","",1981-12-15,1981-12-31,"",Internal,"","","",
3793,EX1981.55,Exhibition,Completed,"S.T.E.P.:  Contemporary Prints by Contemporary Women","Memorial Union Board, Bloomington, IN",1981-04-03,1981-05-04,"",Internal,"","","",
3794,EX1981.56,Exhibition,Completed,"S.T.E.P.:  Contemporary Prints by Contemporary Women","Southlake Mall, Merrillville, IN",1981-06-17,1981-07-17,"",Internal,"","","",
3795,EX1981.57,Exhibition,Completed,"S.T.E.P.:  Contemporary Prints by Contemporary Women","Huntington College, Huntington, IN",1981-11-16,1981-12-21,"",Internal,"","","",
3796,EX1981.58,Exhibition,Completed,"S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910","Tippecanoe County Historical Association, Lafayette, IN",1981-01-30,1981-02-27,"",Internal,"","","",
3797,EX1981.59,Exhibition,Completed,"S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910","St. Mary of the Woods College, St. Mary of the Woods, IN",1981-03-16,1981-04-15,"",Internal,"","","",
3798,EX1981.60,Exhibition,Completed,"S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910","Riddell Bank, Brazil, IN",1981-05-29,1981-06-29,"",Internal,"","","",
3799,EX1981.61,Exhibition,Completed,"S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910","Southlake Mall, Merrillville, IN",1981-08-05,1981-09-05,"",Internal,"","","",
3800,EX1981.62,Exhibition,Completed,"S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910","Brownsburg Library, Brownsburg, IN",1981-09-14,1981-10-14,"",Internal,"","","",
3801,EX1981.63,Exhibition,Completed,"S.T.E.P.:  Indiana Earthenware and Stoneware:  1840 - 1910","Farmers National Bank, Shelbyville, IN",1981-11-02,1981-12-11,"",Internal,"","","",
3802,EX1981.64,Exhibition,Completed,"S.T.E.P.:  Gustave Baumann","Anderson College, Anderson, IN",1981-02-13,1981-03-13,"",Internal,"","","",
3803,EX1981.65,Exhibition,Completed,"S.T.E.P.:  Tools of the Trade:  Fine Artists and Folk Craftsmen in Brown County, 1920 - 1930","Elwood Public Library, Elwood, IN",1981-03-23,1981-05-01,"",Internal,"","","",
3804,EX1981.66,Exhibition,Completed,"S.T.E.P.:  Tools of the Trade:  Fine Artists and Folk Craftsmen in Brown County, 1920 - 1930","Brown County State Park, Nashville, IN",1981-05-08,1981-06-08,"",Internal,"","","",
3805,EX1981.67,Exhibition,Completed,"S.T.E.P.:  Tools of the Trade:  Fine Artists and Folk Craftsmen in Brown County, 1920 - 1930","Bank of Mitchell, Mitchell, IN",1981-09-21,1981-10-30,"",Internal,"","","",
3806,EX1981.68,Exhibition,Completed,"S.T.E.P.:  Tools of the Trade:  Fine Artists and Folk Craftsmen in Brown County, 1920 - 1930","Seymour Public Library, Seymour, IN",1981-10-30,1981-11-13,"",Internal,"","","",
3807,EX1981.69,Exhibition,Completed,"S.T.E.P.:  Karel Appel:  The Sunshine People","St. Francis College, Fort Wayne, IN",1981-01-28,1981-03-02,"",Internal,"","","",
3808,EX1981.70,Exhibition,Completed,"S.T.E.P.:  The Expressive:  German Prints 1895 - 1930","Anderson College, Anderson, IN",1981-10-28,1981-12-04,"",Internal,"","","",
3809,EX1981.71,Exhibition,Completed,"S.T.E.P.:  Landscapes by Indiana Artists","State Traveling Exhibition Program",1981-12-08,1982-07-25,"",Internal,"","","",
3810,EX1981.72,Exhibition,Completed,"S.T.E.P.:  Landscapes by Indiana Artists","Midwest Museum of American Art, Elkhart, IN",1981-12-08,1982-01-20,"",Internal,"","","",
3811,EX1981.73,Exhibition,Completed,"S.T.E.P.:  Winslow Homer:   Wood Engravings","Connersville High School, Connersville, IN",1981-03-09,1981-04-08,"",Internal,"","","",
3812,EX1981.74,Exhibition,Completed,"S.T.E.P.:  Winslow Homer:  Wood Engravings","Midwest Museum of American Art, Elkhart, IN",1981-04-17,1981-05-18,"",Internal,"","","",
3813,EX1981.75,Exhibition,Completed,"S.T.E.P.:  Winslow Homer:  Wood Engravings","Grace College, Winona Lake, IN",1981-09-02,1981-10-02,"",Internal,"","","",
3814,EX1981.76,Exhibition,Completed,"S.T.E.P.:  Winslow Homer:  Wood Engravings","Creative Arts Center, Bluffton, IN",1981-11-06,1981-12-07,"",Internal,"","","",
3815,EX1981.77,Exhibition,Completed,"S.T.E.P.:  Contemporary Paperworks","State Traveling Exhibition Program",1981-03-31,1981-12-02,"",Internal,"","","",
3816,EX1981.78,Exhibition,Completed,"S.T.E.P.:  Contemporary Paperworks","AFNB, Indianapolis, IN",1981-03-31,1981-05-21,"",Internal,"","","",
3817,EX1981.79,Exhibition,Completed,"S.T.E.P.:  Contemporary Paperworks","Indianna University Northwest, Gary, IN",1981-09-09,1981-10-23,"",Internal,"","","",
3818,EX1981.80,Exhibition,Completed,"S.T.E.P.:  Contemporary Paperworks","Purdue University, Calumet Campus, Hammond, IN",1981-11-04,1981-12-02,"",Internal,"","","",
