irn,LegalStatus,AccessionNo,Title,Creators,Culture,RecordType,MediumSupport,CreditLine,SummaryData,Publish,DagwoodID
"67546","Loan Exhibition","TR10949/5C","Twenty (20) acoustic ceiling tiles for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women","artist: Eve Sussman (American, 1961 - )\\Creator: The Rufus Corporation (American)","","Visual Works: Multimedia","","The Rape of the Sabine Women is a Rufus Corportation production generously funded by Hauptstadtkulturfonds-Berlin, Hamburger Banhof-Berlin, the J F Costopoulos Foundation-Athens, Richard Massey, Ninah and Michael Lynne and Roebling Hall Gallery-New York.  Additional CoProduction support has been provided by the Nasher Museum of Art at Duke University, Arario Gallery-Seoul, Korea, the New York State Council on the Arts and the Smart Museum of Art-University of Chicago, Corporate sponsorship has been provided by Panavision-London, HD Cinema, Ordino Casting Services-Greece, Microtech Gefell-Germany, Apple Computer Inc, DuArt Film & Video, LaCie USA, Sony Professional Media, Dreamhire LLC., Panasonic, Tekserve, Coca-cola-Hellenic Bottling Company, Merc Clothing-London and MAC Cosmetics.  (For expanded credits, see exhibition file.)","Returned - [TR10949/5C] *Twenty (20) acoustic ceiling tiles for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women*, Sussman, Eve, The Rufus Corporation",No,28606
"67547","Loan Exhibition","TR10949/5G","Firewire Interface for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women","artist: Eve Sussman (American, 1961 - )\\Creator: The Rufus Corporation (American)","","Visual Works: Multimedia","","The Rape of the Sabine Women is a Rufus Corportation production generously funded by Hauptstadtkulturfonds-Berlin, Hamburger Banhof-Berlin, the J F Costopoulos Foundation-Athens, Richard Massey, Ninah and Michael Lynne and Roebling Hall Gallery-New York.  Additional CoProduction support has been provided by the Nasher Museum of Art at Duke University, Arario Gallery-Seoul, Korea, the New York State Council on the Arts and the Smart Museum of Art-University of Chicago, Corporate sponsorship has been provided by Panavision-London, HD Cinema, Ordino Casting Services-Greece, Microtech Gefell-Germany, Apple Computer Inc, DuArt Film & Video, LaCie USA, Sony Professional Media, Dreamhire LLC., Panasonic, Tekserve, Coca-cola-Hellenic Bottling Company, Merc Clothing-London and MAC Cosmetics.  (For expanded credits, see exhibition file.)","Returned - [TR10949/5G] *Firewire Interface for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women*, Sussman, Eve, The Rufus Corporation",No,28610
"67548","Loan Exhibition","TR10949/5H","One (1) DW51000U projector for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women","artist: Eve Sussman (American, 1961 - )\\Creator: The Rufus Corporation (American)","","Visual Works: Multimedia","","The Rape of the Sabine Women is a Rufus Corportation production generously funded by Hauptstadtkulturfonds-Berlin, Hamburger Banhof-Berlin, the J F Costopoulos Foundation-Athens, Richard Massey, Ninah and Michael Lynne and Roebling Hall Gallery-New York.  Additional CoProduction support has been provided by the Nasher Museum of Art at Duke University, Arario Gallery-Seoul, Korea, the New York State Council on the Arts and the Smart Museum of Art-University of Chicago, Corporate sponsorship has been provided by Panavision-London, HD Cinema, Ordino Casting Services-Greece, Microtech Gefell-Germany, Apple Computer Inc, DuArt Film & Video, LaCie USA, Sony Professional Media, Dreamhire LLC., Panasonic, Tekserve, Coca-cola-Hellenic Bottling Company, Merc Clothing-London and MAC Cosmetics.  (For expanded credits, see exhibition file.)","Returned - [TR10949/5H] *One (1) DW51000U projector for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women*, Sussman, Eve, The Rufus Corporation",No,28611
"67549","Loan Exhibition","TR10949/5I","One (1) DVI cable for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women","artist: Eve Sussman (American, 1961 - )\\Creator: The Rufus Corporation (American)","","Visual Works: Multimedia","","The Rape of the Sabine Women is a Rufus Corportation production generously funded by Hauptstadtkulturfonds-Berlin, Hamburger Banhof-Berlin, the J F Costopoulos Foundation-Athens, Richard Massey, Ninah and Michael Lynne and Roebling Hall Gallery-New York.  Additional CoProduction support has been provided by the Nasher Museum of Art at Duke University, Arario Gallery-Seoul, Korea, the New York State Council on the Arts and the Smart Museum of Art-University of Chicago, Corporate sponsorship has been provided by Panavision-London, HD Cinema, Ordino Casting Services-Greece, Microtech Gefell-Germany, Apple Computer Inc, DuArt Film & Video, LaCie USA, Sony Professional Media, Dreamhire LLC., Panasonic, Tekserve, Coca-cola-Hellenic Bottling Company, Merc Clothing-London and MAC Cosmetics.  (For expanded credits, see exhibition file.)","Returned - [TR10949/5I] *One (1) DVI cable for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women*, Sussman, Eve, The Rufus Corporation",No,28612
"67550","Loan Exhibition","TR10949/5J","One (1) remote for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women","artist: Eve Sussman (American, 1961 - )\\Creator: The Rufus Corporation (American)","","Visual Works: Multimedia","","The Rape of the Sabine Women is a Rufus Corportation production generously funded by Hauptstadtkulturfonds-Berlin, Hamburger Banhof-Berlin, the J F Costopoulos Foundation-Athens, Richard Massey, Ninah and Michael Lynne and Roebling Hall Gallery-New York.  Additional CoProduction support has been provided by the Nasher Museum of Art at Duke University, Arario Gallery-Seoul, Korea, the New York State Council on the Arts and the Smart Museum of Art-University of Chicago, Corporate sponsorship has been provided by Panavision-London, HD Cinema, Ordino Casting Services-Greece, Microtech Gefell-Germany, Apple Computer Inc, DuArt Film & Video, LaCie USA, Sony Professional Media, Dreamhire LLC., Panasonic, Tekserve, Coca-cola-Hellenic Bottling Company, Merc Clothing-London and MAC Cosmetics.  (For expanded credits, see exhibition file.)","Returned - [TR10949/5J] *One (1) remote for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women*, Sussman, Eve, The Rufus Corporation",No,28613
"67551","Loan Exhibition","TR10949/5K","One (1) Mac Pro for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women","artist: Eve Sussman (American, 1961 - )\\Creator: The Rufus Corporation (American)","","Visual Works: Multimedia","","The Rape of the Sabine Women is a Rufus Corportation production generously funded by Hauptstadtkulturfonds-Berlin, Hamburger Banhof-Berlin, the J F Costopoulos Foundation-Athens, Richard Massey, Ninah and Michael Lynne and Roebling Hall Gallery-New York.  Additional CoProduction support has been provided by the Nasher Museum of Art at Duke University, Arario Gallery-Seoul, Korea, the New York State Council on the Arts and the Smart Museum of Art-University of Chicago, Corporate sponsorship has been provided by Panavision-London, HD Cinema, Ordino Casting Services-Greece, Microtech Gefell-Germany, Apple Computer Inc, DuArt Film & Video, LaCie USA, Sony Professional Media, Dreamhire LLC., Panasonic, Tekserve, Coca-cola-Hellenic Bottling Company, Merc Clothing-London and MAC Cosmetics.  (For expanded credits, see exhibition file.)","Returned - [TR10949/5K] *One (1) Mac Pro for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women*, Sussman, Eve, The Rufus Corporation",No,28614
"67552","Loan Exhibition","TR10949/5L","One (1) computer keyboard for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women","artist: Eve Sussman (American, 1961 - )\\Creator: The Rufus Corporation (American)","","Visual Works: Multimedia","","The Rape of the Sabine Women is a Rufus Corportation production generously funded by Hauptstadtkulturfonds-Berlin, Hamburger Banhof-Berlin, the J F Costopoulos Foundation-Athens, Richard Massey, Ninah and Michael Lynne and Roebling Hall Gallery-New York.  Additional CoProduction support has been provided by the Nasher Museum of Art at Duke University, Arario Gallery-Seoul, Korea, the New York State Council on the Arts and the Smart Museum of Art-University of Chicago, Corporate sponsorship has been provided by Panavision-London, HD Cinema, Ordino Casting Services-Greece, Microtech Gefell-Germany, Apple Computer Inc, DuArt Film & Video, LaCie USA, Sony Professional Media, Dreamhire LLC., Panasonic, Tekserve, Coca-cola-Hellenic Bottling Company, Merc Clothing-London and MAC Cosmetics.  (For expanded credits, see exhibition file.)","Returned - [TR10949/5L] *One (1) computer keyboard for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women*, Sussman, Eve, The Rufus Corporation",No,28615
"67553","Loan Exhibition","TR10949/5M","One (1) computer mouse for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women","artist: Eve Sussman (American, 1961 - )\\Creator: The Rufus Corporation (American)","","Visual Works: Multimedia","","The Rape of the Sabine Women is a Rufus Corportation production generously funded by Hauptstadtkulturfonds-Berlin, Hamburger Banhof-Berlin, the J F Costopoulos Foundation-Athens, Richard Massey, Ninah and Michael Lynne and Roebling Hall Gallery-New York.  Additional CoProduction support has been provided by the Nasher Museum of Art at Duke University, Arario Gallery-Seoul, Korea, the New York State Council on the Arts and the Smart Museum of Art-University of Chicago, Corporate sponsorship has been provided by Panavision-London, HD Cinema, Ordino Casting Services-Greece, Microtech Gefell-Germany, Apple Computer Inc, DuArt Film & Video, LaCie USA, Sony Professional Media, Dreamhire LLC., Panasonic, Tekserve, Coca-cola-Hellenic Bottling Company, Merc Clothing-London and MAC Cosmetics.  (For expanded credits, see exhibition file.)","Returned - [TR10949/5M] *One (1) computer mouse for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women*, Sussman, Eve, The Rufus Corporation",No,28616
"67554","Loan Exhibition","TR10949/5O","One (1) Mackie 1604 - VL23 Mixer, including 8 channel 1/4* to 1/4* snake and 8 channel XLR to 1/4* snake for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women","artist: Eve Sussman (American, 1961 - )\\Creator: The Rufus Corporation (American)","","Visual Works: Multimedia","","The Rape of the Sabine Women is a Rufus Corportation production generously funded by Hauptstadtkulturfonds-Berlin, Hamburger Banhof-Berlin, the J F Costopoulos Foundation-Athens, Richard Massey, Ninah and Michael Lynne and Roebling Hall Gallery-New York.  Additional CoProduction support has been provided by the Nasher Museum of Art at Duke University, Arario Gallery-Seoul, Korea, the New York State Council on the Arts and the Smart Museum of Art-University of Chicago, Corporate sponsorship has been provided by Panavision-London, HD Cinema, Ordino Casting Services-Greece, Microtech Gefell-Germany, Apple Computer Inc, DuArt Film & Video, LaCie USA, Sony Professional Media, Dreamhire LLC., Panasonic, Tekserve, Coca-cola-Hellenic Bottling Company, Merc Clothing-London and MAC Cosmetics.  (For expanded credits, see exhibition file.)","Returned - [TR10949/5O] *One (1) Mackie 1604 - VL23 Mixer, including 8 channel 1/4* to 1/4* snake and 8 channel XLR to 1/4* snake for Eve Sussman & The Rufus Corporation's The Rape of the Sabine Women*, Sussman, Eve, The Rufus Corporation",No,28618
"67561","Accessioned","2009.299A-B","suit","Designer: Issey Miyake (Japanese, 1938 - )","","Costume","wool","Gift of Ann M. Stack","[2009.299A-B] *suit*, Miyake, Issey",Yes,65454
"67578","Accessioned","2009.290","Scene on the Wabash","Artist: George Winter (American, born English, 1810 - 1876)","","Visual Works: Paintings","oil on canvas","Bequest of Judge Paul H. Buchanan, Jr.","[2009.290] *Scene on the Wabash*, Winter, George",Yes,56289
"67581","Loan Permanent Collection","TR10965/3","Hours of the Blessed Virgin Mary","","","Information Forms","illuminated manuscript, tempera on vellum","Courtesy of The Clowes Fund","[TR10965/3] *Hours of the Blessed Virgin Mary* - French",Yes,26682
"67600","Accessioned","2009.587","Waves and Pine","Artist: Sakaguchi Isso (Japanese, 1902 - 1997)","","Visual Works: Paintings","ink and colors on silk","Gift of the Asian Art Society of the Indianapolis Museum of Art","[2009.587] *Waves and Pine*, Sakaguchi Isso",Yes,71489
"67614","Accessioned","2009.567","dress","","possibly \\possibly ","Costume","silk, linen, cotton, mother of pearl, baleen","Gift of Amy Curtiss Davidoff","[2009.567] *dress* - American - French",Yes,78217
"67625","Accessioned","2009.568","dress","","possibly ","Costume","cotton, linen","Gift of Amy Curtiss Davidoff","[2009.568] *dress* - French",Yes,78218
"67630","Accessioned","2009.340.2","Hanger for Levis (green)","Designer: BarberOsgerby (British)","","Furnishings and Equipment","plastic","Gift of BarberOsgerby Ltd.","[2009.340.2] *Hanger for Levis (green)*, BarberOsgerby",Yes,21504
"67631","Accessioned","2009.340.3","Hanger for Levis (white)","Designer: BarberOsgerby (British)","","Furnishings and Equipment","plastic","Gift of BarberOsgerby Ltd.","[2009.340.3] *Hanger for Levis (white)*, BarberOsgerby",Yes,3137
"67647","Accessioned","2009.345A-B","Apta 9750 chair and footstool","Designer: Antonio Citterio (Italian, 1950 - )\\Manufacturer: B&B Italia, S.p.A.","","Furnishings","fabric and wood","Gift of B&B Italia USA Inc.","[2009.345A-B] *Apta 9750 chair and footstool*, Citterio, Antonio, B&B Italia, S.p.A.",Yes,43201
"67653","Accessioned","2009.513","Dahlström 98 roasting pan","Designer: Björn Dahlström (Swedish, 1957 - )\\Manufacturer: Iittala (Finnish)","","Furnishings and Equipment","steel","Gift of Iittala","[2009.513] *Dahlström 98 roasting pan*, Dahlström, Björn, Iittala",Yes,77950
"67654","Accessioned","2009.534.2A-B","Jack Light chair (white)","Designer: Tom Dixon (British, 1959 - )\\Manufacturer: Eurolounge","","Furnishings","polyethylene","Gift of Inflate Products Ltd.","[2009.534.2A-B] *Jack Light chair (white)*, Dixon, Tom, Eurolounge",Yes,31558
"67655","Accessioned","2009.534.3A-B","Jack Light chair (blue)","Designer: Tom Dixon (British, 1959 - )\\Manufacturer: Eurolounge","","Furnishings","polyethylene","Gift of Inflate Products Ltd.","[2009.534.3A-B] *Jack Light chair (blue)*, Dixon, Tom, Eurolounge",Yes,31557
"67656","Accessioned","2009.542","Mico chair","Designer: El Último Grito\\Manufacturer: Magis S.p.A.","","Furnishings","polyethylene","Gift of Magis","[2009.542] *Mico chair*, El Último Grito, Magis S.p.A.",Yes,39093
"67672","Accessioned","2009.540.9A-B","Galerie Royale Black Tulip teacup and saucer","Designer: Olivier Gagnère (French, 1952 - )\\Manufacturer: Bernardaud","","Furnishings","porcelain","Gift of Bernardaud","[2009.540.9A-B] *Galerie Royale Black Tulip teacup and saucer*, Gagnère, Olivier, Bernardaud",No,37876
"67676","Accessioned","2009.540.11","Galerie Royale Black Tulip sugar bowl","Designer: Olivier Gagnère (French, 1952 - )\\Manufacturer: Bernardaud","","Furnishings","porcelain","Gift of Bernardaud","[2009.540.11] *Galerie Royale Black Tulip sugar bowl*, Gagnère, Olivier, Bernardaud",No,32200
"67702","Accessioned","2009.530.3","Non chair (red)","Designer: Komplot Design (Swedish)\\Manufacturer: Källemo AB","","Furnishings","rubber","Gift of Källemo, Sweden","[2009.530.3] *Non chair (red)*, Komplot Design, Källemo AB",Yes,31552
"67703","Accessioned","2009.530.4","Non chair (black)","Designer: Komplot Design (Swedish)\\Manufacturer: Källemo AB","","Furnishings","rubber","Gift of Källemo, Sweden","[2009.530.4] *Non chair (black)*, Komplot Design, Källemo AB",Yes,32316
"67706","Accessioned","2009.332","Take Table Lamp (blue)","Designer: Ferruccio Laviani (Italian, 1960 - )\\Manufacturer: Kartell S.p.A. (Italian)","","Furnishings","polycarbonate, electrical","Gift of Kartell Museum","[2009.332] *Take Table Lamp (blue)*, Laviani, Ferruccio, Kartell S.p.A.",Yes,42593
"67707","Deaccessioned","2009.333","Take Table Lamp (red)","Designer: Ferruccio Laviani (Italian, 1960 - )\\Manufacturer: Kartell S.p.A. (Italian)","","Furnishings","polycarbonate, electrical","Gift of Kartell Museum","Deaccessioned - [2009.333] *Take Table Lamp (red)*, Laviani, Ferruccio, Kartell S.p.A.",Yes,64107
"67708","Accessioned","2009.545A-B","Pipe Dreams watering can","Designer: Jerszy Seymour (German, 1968 - )\\Manufacturer: Magis S.p.A.","","Furnishings and Equipment","polyethylene","Gift of Magis","[2009.545A-B] *Pipe Dreams watering can*, Seymour, Jerszy, Magis S.p.A.",Yes,40845
"67709","Accessioned","2009.349A-B","Moosk Radio (orange)","Designer: Jérôme Olivet (French, 1971 - )\\Manufacturer: Alessi S.p.A. (Italian)\\Designer: Philippe Starck (French, 1949 - )","","Furnishings and Equipment","polystyrene","Gift of Museo Alessi","[2009.349A-B] *Moosk Radio (orange)*, Olivet, Jérôme, Alessi S.p.A.",Yes,37881
"67710","Accessioned","2009.350A-B","Moosk Radio (blue)","Designer: Jérôme Olivet (French, 1971 - )\\Manufacturer: Alessi S.p.A. (Italian)\\Designer: Philippe Starck (French, 1949 - )","","Furnishings and Equipment","polystyrene","Gift of Museo Alessi","[2009.350A-B] *Moosk Radio (blue)*, Olivet, Jérôme, Alessi S.p.A.",Yes,37884
"67717","Accessioned","2009.351","Sygma coat hook (orange)","Designer: Marc Newson (Australian, 1963 - )\\Manufacturer: Alessi S.p.A. (Italian)","","Furnishings and Equipment","glass and polyamide","Gift of Museo Alessi","[2009.351] *Sygma coat hook (orange)*, Newson, Marc, Alessi S.p.A.",Yes,43679
"67718","Accessioned","2009.352","Sygma coat hook (blue)","Designer: Marc Newson (Australian, 1963 - )\\Manufacturer: Alessi S.p.A. (Italian)","","Furnishings and Equipment","glass and polyamide","Gift of Museo Alessi","[2009.352] *Sygma coat hook (blue)*, Newson, Marc, Alessi S.p.A.",Yes,43680
"67726","Accessioned","2009.547","Easy chair (pink)","Designer: Jerszy Seymour (German, 1968 - )\\Manufacturer: Magis S.p.A.","","Furnishings","polypropylene","Gift of Magis","[2009.547] *Easy chair (pink)*, Seymour, Jerszy, Magis S.p.A.",Yes,45639
"67727","Accessioned","2009.535.2A-B","Luci Fair sconce","Designer: Philippe Starck (French, 1949 - )","","Furnishings","glass","Gift of FLOS USA Inc.","[2009.535.2A-B] *Luci Fair sconce*, Starck, Philippe",Yes,43904
"67728","Accessioned","2009.535.1A-B","Luci Fair sconce","Designer: Philippe Starck (French, 1949 - )","","Furnishings","glass","Gift of FLOS USA Inc.","[2009.535.1A-B] *Luci Fair sconce*, Starck, Philippe",Yes,43899
"67737","Accessioned","2009.395","Hyotan vase","Artist: Yoichi Ohira (Japanese, 1946 - )","","Containers","Hand-blown glass canes with powder inserts","Jane Weldon Myers Acquisition Fund","[2009.395] *Hyotan vase*, Yoichi Ohira",Yes,56524
"67738","Accessioned","2009.539","Miss Sissi lamp (forest green)","Designer: Philippe Starck (French, 1949 - )\\Manufacturer: FLOS S.p.A.","","Furnishings","plastic, electrical","Gift of FLOS USA Inc.","[2009.539] *Miss Sissi lamp (forest green)*, Starck, Philippe, FLOS S.p.A.",Yes,42463
"67739","Accessioned","2010.10","Miss Sissi lamp (white)","Designer: Philippe Starck (French, 1949 - )\\Manufacturer: FLOS S.p.A.","","Furnishings","plastic, electrical","Robertine Daniels Art Fund in Memory of Her Late Husband, Richard Monroe Fairbanks Sr., and Her Late Son, Michael Fairbanks","[2010.10] *Miss Sissi lamp (white)*, Starck, Philippe, FLOS S.p.A.",Yes,43946
"67744","Accessioned","2009.514.14","Convito plate","Designer: Pia Törnell (Swedish, 1963 - )\\Manufacturer: Iittala (Finnish)","","Containers","porcelain","Gift of Iittala Group Sweden","[2009.514.14] *Convito plate*, Törnell, Pia, Iittala",No,39159
"67748","Accessioned","2009.514.15A-B","Convito cup and saucer","Designer: Pia Törnell (Swedish, 1963 - )\\Manufacturer: Iittala (Finnish)","","Containers","porcelain","Gift of Iittala Group Sweden","[2009.514.15A-B] *Convito cup and saucer*, Törnell, Pia, Iittala",No,39259
"67756","Accessioned","2009.514.19","Convito small rectangular green dish","Designer: Pia Törnell (Swedish, 1963 - )\\Manufacturer: Iittala (Finnish)","","Containers","porcelain","Gift of Iittala Group Sweden","[2009.514.19] *Convito small rectangular green dish*, Törnell, Pia, Iittala",No,81856
"67760","Accessioned","2009.514.16","Convito square green dish","Designer: Pia Törnell (Swedish, 1963 - )\\Manufacturer: Iittala (Finnish)","","Containers","porcelain","Gift of Iittala Group Sweden","[2009.514.16] *Convito square green dish*, Törnell, Pia, Iittala",No,77965
"67761","Accessioned","2009.514.17","Convito square blue dish","Designer: Pia Törnell (Swedish, 1963 - )\\Manufacturer: Iittala (Finnish)","","Containers","porcelain","Gift of Iittala Group Sweden","[2009.514.17] *Convito square blue dish*, Törnell, Pia, Iittala",No,77964
"67763","Accessioned","2009.514.12","Convito wide platter","Designer: Pia Törnell (Swedish, 1963 - )\\Manufacturer: Iittala (Finnish)","","Containers","porcelain","Gift of Iittala Group Sweden","[2009.514.12] *Convito wide platter*, Törnell, Pia, Iittala",No,81837
"67764","Accessioned","2009.514.11","Convito narrow platter","Designer: Pia Törnell (Swedish, 1963 - )\\Manufacturer: Iittala (Finnish)","","Containers","porcelain","Gift of Iittala Group Sweden","[2009.514.11] *Convito narrow platter*, Törnell, Pia, Iittala",No,81835
"67766","Accessioned","2009.550.3","Table Stories Blue Tree Bowl","Designer: Tord Boontje (Dutch, 1968 - )\\Manufacturer: Authentics GmbH","","Furnishings","porcelain","Gift of Authentics GmbH","[2009.550.3] *Table Stories Blue Tree Bowl*, Boontje, Tord, Authentics GmbH",No,37012
"67769","Accessioned","2009.550.6","Table Stories Blue Animal Plate","Designer: Tord Boontje (Dutch, 1968 - )\\Manufacturer: Authentics GmbH","","Furnishings","porcelain","Gift of Authentics GmbH","[2009.550.6] *Table Stories Blue Animal Plate*, Boontje, Tord, Authentics GmbH",No,43972
"67770","Accessioned","2009.550.7","Table Stories Blue Soup Plate","Designer: Tord Boontje (Dutch, 1968 - )\\Manufacturer: Authentics GmbH","","Furnishings","porcelain","Gift of Authentics GmbH","[2009.550.7] *Table Stories Blue Soup Plate*, Boontje, Tord, Authentics GmbH",No,43974
"67771","Accessioned","2009.550.8","Table Stories Horse with Flowers Glass","Designer: Tord Boontje (Dutch, 1968 - )\\Manufacturer: Authentics GmbH","","Furnishings","glass","Gift of Authentics GmbH","[2009.550.8] *Table Stories Horse with Flowers Glass*, Boontje, Tord, Authentics GmbH",No,42465
"67772","Accessioned","2009.550.9","Table Stories Horse with Flowers Glass","Designer: Tord Boontje (Dutch, 1968 - )\\Manufacturer: Authentics GmbH","","Furnishings","glass","Gift of Authentics GmbH","[2009.550.9] *Table Stories Horse with Flowers Glass*, Boontje, Tord, Authentics GmbH",No,42466
"67773","Accessioned","2009.550.10","Table Stories Bird Flower Glass","Designer: Tord Boontje (Dutch, 1968 - )\\Manufacturer: Authentics GmbH","","Furnishings","glass","Gift of Authentics GmbH","[2009.550.10] *Table Stories Bird Flower Glass*, Boontje, Tord, Authentics GmbH",No,42467
"67774","Accessioned","2009.550.11","Table Stories Bird Flower Glass","Designer: Tord Boontje (Dutch, 1968 - )\\Manufacturer: Authentics GmbH","","Furnishings","glass","Gift of Authentics GmbH","[2009.550.11] *Table Stories Bird Flower Glass*, Boontje, Tord, Authentics GmbH",No,42875
"67776","Accessioned","2010.14","Flower stool/table","Designer: Eero Koivisto\\Manufacturer: Offecct AB","","Furnishings","polyurethane","Gift of Offecct AB","[2010.14] *Flower stool/table*, Koivisto, Eero, Offecct AB",Yes,31555
"6779","Accessioned","81.208","album after old masters and poems","Artist: Wang Hui (Chinese, 1632 - 1717)","","Visual Works: Paintings","album (10 leaves), ink on paper","Thomas W. Ayton Fund","[81.208] *album after old masters and poems*, Wang Hui",Yes,32225
"67791","Returned","TR11048/1","0% Down","Artist: Josephine Meckseper (German, 1973 - )","","Visual Works: Multimedia","Video, black-and-white, sound, transferred to DVD\6 minutes","Courtesy of the artist, Arndt & Partner, Berlin; Elizabeth Dee, New York; and Galerie Reinhard Hauff, Stuttgart","Returned - [TR11048/1] *0% Down*, Meckseper, Josephine",No,17735
"67792","Loan Exhibition","TR11042","Eden II","Artist: Tea Mäkipää (Finnish, 1973 - )","","Visual Works: Sculpture","steel, dock floats, concrete, paint, anchors, steel cable, other mixed media","Commissioned by the Indianapolis Museum of Art","Disposed - [TR11042] *Eden II*, Mäkipää, Tea",No,52667
"67798","Accessioned","2009.358A-F","Garland light","Designer: Tord Boontje (Dutch, 1968 - )\\Manufacturer: Artecnica","","Furnishings","steel","Gift of Artecnica","[2009.358A-F] *Garland light*, Boontje, Tord, Artecnica",Yes,37942
"67812","Accessioned","2010.3A-B","Fior d'Acqua Vase/Necklace","Designer: Giorgio Vigna (Italian, 1955 - )\\Manufacturer: Venini S.p.A. (Italian)","","Containers","glass and silver","Lucille Stewart Endowed Art Fund","[2010.3A-B] *Fior d'Acqua Vase/Necklace*, Vigna, Giorgio, Venini S.p.A.",Yes,56518
"67814","Accessioned","2009.413","Long Neck Bottle","Designer: Hella Jongerius (Dutch, 1963 - )\\Manufacturer: JongeriusLab (Dutch)","","Containers","porcelain, glass, and tape","Deaccessioned Decorative/Design Arts Fund","[2009.413] *Long Neck Bottle*, Jongerius, Hella, JongeriusLab",Yes,43953
"67815","Accessioned","2009.414","Groove Bottle","Designer: Hella Jongerius (Dutch, 1963 - )\\Manufacturer: JongeriusLab (Dutch)","","Containers","porcelain, glass, and tape","Deaccessioned Decorative/Design Arts Fund","[2009.414] *Groove Bottle*, Jongerius, Hella, JongeriusLab",Yes,11710
"67816","Accessioned","2009.415","Soft Urn vase","Designer: Hella Jongerius (Dutch, 1963 - )\\Manufacturer: JongeriusLab (Dutch)","","Furnishings","polyurethane","Deaccessioned Decorative/Design Arts Fund","[2009.415] *Soft Urn vase*, Jongerius, Hella, JongeriusLab",Yes,43954
"67819","Accessioned","2009.416.2","Delft Blue B-Set small embroidered plate","Designer: Hella Jongerius (Dutch, 1963 - )\\Manufacturer: JongeriusLab (Dutch)","","Containers","porcelain and embroidery","Deaccessioned Decorative/Design Arts Fund","[2009.416.2] *Delft Blue B-Set small embroidered plate*, Jongerius, Hella, JongeriusLab",No,42824
"67820","Accessioned","2009.416.3","Delft Blue B-Set large bowl","Designer: Hella Jongerius (Dutch, 1963 - )\\Manufacturer: JongeriusLab (Dutch)","","Containers","porcelain","Deaccessioned Decorative/Design Arts Fund","[2009.416.3] *Delft Blue B-Set large bowl*, Jongerius, Hella, JongeriusLab",No,42825
"67821","Accessioned","2009.416.4A-B","Delft Blue B-Set handled pitcher","Designer: Hella Jongerius (Dutch, 1963 - )\\Manufacturer: JongeriusLab (Dutch)","","Containers","porcelain, brass, and plastic","Deaccessioned Decorative/Design Arts Fund","[2009.416.4A-B] *Delft Blue B-Set handled pitcher*, Jongerius, Hella, JongeriusLab",No,37564
"67822","Accessioned","2009.416.5","Delft Blue B-Set mug","Designer: Hella Jongerius (Dutch, 1963 - )\\Manufacturer: JongeriusLab (Dutch)","","Containers","porcelain","Deaccessioned Decorative/Design Arts Fund","[2009.416.5] *Delft Blue B-Set mug*, Jongerius, Hella, JongeriusLab",No,33717
"67823","Accessioned","2009.416.6","Delft Blue B-Set mug","Designer: Hella Jongerius (Dutch, 1963 - )\\Manufacturer: JongeriusLab (Dutch)","","Containers","porcelain","Deaccessioned Decorative/Design Arts Fund","[2009.416.6] *Delft Blue B-Set mug*, Jongerius, Hella, JongeriusLab",No,42827
"67826","Accessioned","2009.416.9","Delft Blue B-Set tea cup","Designer: Hella Jongerius (Dutch, 1963 - )\\Manufacturer: JongeriusLab (Dutch)","","Containers","porcelain","Deaccessioned Decorative/Design Arts Fund","[2009.416.9] *Delft Blue B-Set tea cup*, Jongerius, Hella, JongeriusLab",No,42830
"67827","Accessioned","2009.416.10","Delft Blue B-Set tea cup","Designer: Hella Jongerius (Dutch, 1963 - )\\Manufacturer: JongeriusLab (Dutch)","","Containers","porcelain","Deaccessioned Decorative/Design Arts Fund","[2009.416.10] *Delft Blue B-Set tea cup*, Jongerius, Hella, JongeriusLab",No,22277
"67830","Accessioned","2010.51","Whippet bench","Manufacturer: Radi Designers (French)","","Furnishings","dyed fabric","Lucille Stewart Endowed Art Fund","[2010.51] *Whippet bench*, Radi Designers",Yes,31528
"67831","Accessioned","2010.49","Bureau 1989 desk","Designer: Sylvain Dubuisson (French, 1946 - )\\Manufacturer: Société Fourniture\\Retailer: Creative Agent Consultants","","Furnishings","parchment and leather","Lucille Stewart Endowed Art Fund","[2010.49] *Bureau 1989 desk*, Dubuisson, Sylvain, Société Fourniture",Yes,81741
